Id,Iq,Phi_d,Phi_q
-215.384615,130.769231,0.0340607681106,0.0500528168394
-215.384615,138.461538,0.0353957374658,0.0539888283961
-215.384615,146.153846,0.0367156798221,0.0579558849544
-215.384615,153.846154,0.038015265482,0.0617533302852
-215.384615,161.538462,0.0392234895007,0.0654023687545
-215.384615,169.230769,0.0403898137845,0.0689152199253
-215.384615,176.923077,0.0414449859551,0.0722645179303
-215.384615,184.615385,0.0425011500744,0.0755587712879
-215.384615,192.307692,0.0435554598848,0.0788672108412
-215.384615,200.000000,0.0447646671893,0.082502488269
-215.384615,207.692308,0.0461561513909,0.0856679607187
-215.384615,215.384615,0.0471045868423,0.0889724105613
-215.384615,223.076923,0.0476258609428,0.0915296598422
-215.384615,230.769231,0.0490175961018,0.094942333128
-215.384615,238.461538,0.0498406870542,0.0977040163761
-215.384615,246.153846,0.0505205498288,0.100288361255
-215.384615,253.846154,0.0514050653305,0.103027728981
-215.384615,261.538462,0.0523050860827,0.105755681246
-215.384615,269.230769,0.0531828556692,0.108446096341
-215.384615,276.923077,0.0540830572564,0.111069996171
-215.384615,284.615385,0.0549013056871,0.113538675875
-215.384615,292.307692,0.0556727435159,0.115867777949
-215.384615,300.000000,0.0564032474426,0.118078284836
-207.692308,0.000000,0.00808849537564,-0.0242322699086
-207.692308,7.692308,0.00979026967145,-0.0192468814654
-207.692308,15.384615,0.0114598773308,-0.014421059588
-207.692308,23.076923,0.0131376584607,-0.00973627815311
-207.692308,30.769231,0.0147776665674,-0.00509622339241
-207.692308,38.461538,0.0165187445607,-0.000538557153462
-207.692308,46.153846,0.0180903020879,0.00400294486623
-207.692308,53.846154,0.0193961419822,0.00853445714846
-207.692308,61.538462,0.0215156037552,0.0130681109516
-207.692308,69.230769,0.0227265173038,0.0176371775649
-207.692308,76.923077,0.0244798510184,0.0222367902719
-207.692308,84.615385,0.0260516365685,0.026843656056
-207.692308,92.307692,0.0275074167064,0.0314228225435
-207.692308,100.000000,0.0289686184319,0.0358332586296
-207.692308,107.692308,0.0303575621329,0.0399392284278
-207.692308,115.384615,0.0317423313886,0.0439830309398
-207.692308,123.076923,0.0331401690118,0.0480502646665
-207.692308,130.769231,0.0345188912696,0.05216401622
-207.692308,138.461538,0.0358790223318,0.0561342196182
-207.692308,146.153846,0.0371650632773,0.0600803790344
-207.692308,153.846154,0.0384470942754,0.0638364086618
-207.692308,161.538462,0.0396537481683,0.0674637628776
-207.692308,169.230769,0.0407927876131,0.0709428291705
-207.692308,176.923077,0.0418705202201,0.0742691165516
-207.692308,184.615385,0.0428400413954,0.0775481327837
-207.692308,192.307692,0.0440489071262,0.0812940251319
-207.692308,200.000000,0.0455427463453,0.0845526522027
-207.692308,207.692308,0.046546371843,0.0879145724563
-207.692308,215.384615,0.0469268283861,0.0903754235324
-207.692308,223.076923,0.0483622373331,0.0938276329236
-207.692308,230.769231,0.049240674304,0.0967090161911
-207.692308,238.461538,0.0500476490409,0.0994662469853
-207.692308,246.153846,0.0509637122879,0.102266197962
-207.692308,253.846154,0.0519044516166,0.105070481681
